etth1,192,0.5552055239677429,0.5477283000946045
etth1,24,0.3195909261703491,0.37826335430145264
etth1,360,0.7341284155845642,0.6446210145950317
etth1,48,0.3616008758544922,0.40587344765663147
etth1,720,0.8423237204551697,0.695350706577301
etth1,96,0.4307493567466736,0.459692120552063
etth2,192,0.29489362239837646,0.40278592705726624
etth2,24,0.10999350249767303,0.22674542665481567
etth2,360,0.4544505476951599,0.508653461933136
etth2,48,0.13356320559978485,0.2509220540523529
etth2,720,0.5954799652099609,0.5848408937454224
etth2,96,0.17806927859783173,0.2986997365951538
ettm1,192,0.39668115973472595,0.4208061099052429
ettm1,24,0.2853343188762665,0.3560151755809784
ettm1,360,0.4608563780784607,0.46231481432914734
ettm1,48,0.3524520695209503,0.4042774736881256
ettm1,720,0.5376353859901428,0.5294737219810486
ettm1,96,0.34258636832237244,0.39204153418540955
ettm2,192,0.1413687765598297,0.26006871461868286
ettm2,24,0.07589476555585861,0.18838809430599213
ettm2,360,0.18191343545913696,0.3034628629684448
ettm2,48,0.10041886568069458,0.22012020647525787
ettm2,720,0.3016601800918579,0.4086894392967224
ettm2,96,0.1153225228190422,0.23317372798919678
exchange,192,0.568291425704956,0.6414963603019714
exchange,24,0.021085891872644424,0.10521478205919266
exchange,360,0.7962856292724609,0.7669804096221924
exchange,48,0.05416090786457062,0.18477115035057068
exchange,720,1.0845359563827515,0.9075422883033752
exchange,96,0.26892033219337463,0.4361525774002075
finance,24,1.1473737955093384,0.7727984189987183
finance,36,1.249906063079834,0.8318628668785095
finance,48,1.3272391557693481,0.8678135275840759
finance,60,1.3873510360717773,0.8900585770606995
gweather,192,0.23970022797584534,0.3028582036495209
gweather,24,0.1195995956659317,0.17576047778129578
gweather,360,0.29938384890556335,0.36187949776649475
gweather,48,0.16136115789413452,0.22510629892349243
gweather,720,0.3877496123313904,0.44473502039909363
gweather,96,0.20119498670101166,0.26695922017097473
ill,24,2.639899969100952,1.209572672843933
ill,36,2.595492124557495,1.1767679452896118
ill,48,2.6361355781555176,1.167640209197998
ill,60,2.544799566268921,1.1401596069335938
wht,192,0.5661437511444092,0.5542421340942383
wht,24,0.3675629794597626,0.4001518785953522
wht,360,0.6383911967277527,0.6112978458404541
wht,48,0.4388654828071594,0.4565582573413849
wht,720,0.7545768022537231,0.6795551776885986
wht,96,0.5048130750656128,0.506350040435791